username	time	date	city	tweet	flixbus	bahn	blablacar	country
MelinosSatorius	15:11:39	18.11.2017		RT @griechisches: Dienstag, 21.Nov., 24 Stunden Streik bei der Metro / U-Bahn von Athen https://t.co/bCDiowmQwc	0	1	0	
lady_aeronaut	15:12:18	18.11.2017		RT @FRlokal: Nahverkehr in #Frankfurt: Zwei U-Bahn-Linien fahren künftig nachts. https://t.co/7JZ4gFGXBp	0	1	0	
Strachanowhisky	15:13:07	18.11.2017		Traumhaft: zwei Sitze im flixbus zum Preis von einem	1	0	0	Pjöngjang
sannysc94	15:13:42	18.11.2017		"Die Deutsche Bahn sucht einen 
#Ingenieur - Instandhaltung Best Practice (w/m)
https://t.co/9xvY25QB73
#job #jobs… https://t.co/hBDXemrc8L"	0	1	0	
Marvius6001	15:13:51	18.11.2017	Erfurt	RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	 Deutschland
_AleX_Page_	15:14:34	18.11.2017		"""Der Zug ist Panne"" ""Laber nicht"" #Bahnleaks"	0	1	0	Köln
metronom4me	15:15:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Maschen (planmäßig 15:00) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE3	15:15:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Maschen (planmäßig 15:00) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
artepmobil	15:15:07	18.11.2017		RT @HolgerEwald1: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/amkODWk8ka	0	1	0	? und GAB.ai
mics147	15:16:09	18.11.2017		Und heute enttäuscht mich mal wieder die Bahn 😅🙈 #2StundenVerspätung	0	1	0	Germany
vf_institute	15:16:22	18.11.2017		"Schweiz: Blockchain-Identität für Zug, E-ID fürs ganze Land #blockchain #egovernment

https://t.co/MRP4RVo8Dx"	0	1	0	Berlin
MGieselmann	15:16:23	18.11.2017	Ratingen	"RT@vf_institute Schweiz: Blockchain-Identität für Zug, E-ID fürs ganze Land #blockchain #egovernment

https://t.co/vS5fOy7oHi"	0	1	0	 Germany
Sonnenseglerin	15:16:28	18.11.2017		Einhornzauber rules. Sogar die Polizei hat etwas Sternenglitzer abgestaubt. 🌈 https://t.co/uQNgBRevW5	0	1	0	Erde
DB_Bahn	15:16:33	18.11.2017		@TheCianfinn Das sind die Daten der Erfurter Bahn, welche uns geliefert werden. Am besten fragen Sie dort einmal na… https://t.co/x0FrvJAEpB	0	1	0	Frankfurt
nordwestnews24	15:16:53	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Ashausen (planmäßig 14:52) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:54	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Elze(Han) (planmäßig 14:55) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:54	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Ashausen (planmäßig 14:52) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:55	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Stelle (planmäßig 14:56) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:56	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Maschen (planmäßig 15:00) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
metronom4me	15:17:03	18.11.2017		82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +17 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
FakeRedakteur	15:17:09	18.11.2017		Tragischer Unfall auf #A100: 23-Jähriger will Stadtautobahn überqueren und wird von U-Bahn erfasst	0	1	0	In der Cloud
autorenonline	15:17:25	18.11.2017	Kloten	Duthel, Heinz: DB Private Venture Capital Investors Directory – III – 2014 https://t.co/GlNYiYegHw https://t.co/Uh7wMZuzQt	0	1	0	 Schweiz
autorenonline	15:17:25	18.11.2017	Kloten	Duthel, Heinz: DB Private Venture Capital Investors Directory – II – 2014 https://t.co/lJg0ij6wwR https://t.co/9g8vkRO96J	0	1	0	 Schweiz
DATEV_Sprecher	15:17:32	18.11.2017		RT @SCC_at_DATEV: 90 attendees at #gdcr2017 @datev 😍 #lovelearning /db https://t.co/4JLTc7yaBO	0	1	0	Nürnberg
EinerKai	15:17:49	18.11.2017	อ.กาบเชิง	schön dann hat der Deutsche das Messer unter die Bahn geworfen- jetzt ist es schlimm das der dt. Mann der Frau half… https://t.co/mp2GfkLEZH	0	1	0	 จ.สุรินทร์
solo_shu	15:17:53	18.11.2017		"RT @new_alwght: ایران ترد على التدخل الفرنسي في شؤونها الاستراتيجية

https://t.co/akAhsZcRN1"	0	1	0	
metronom4me	15:18:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Meckelfeld HP (planmäßig 15:04) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
erixxinfo	15:18:03	18.11.2017		Zug 83008 von Uelzen nach Bremen Hbf verkehrt heute mit 10 min Verspätung ab Bremen-Mahndorf (planmäßige Abfahrt 15:06). Grund:	0	1	0	
FirmenWeb	15:18:42	18.11.2017		⭐ Die Bahn experimentiert im Dreiländereck: In den Niederlanden hat Arriva im Dezember 2016 einen Verkehrsvertrag .… https://t.co/DeB1gDrurF	0	1	0	Wien - Berlin - Zütich
zuweitwegbabe	15:19:40	18.11.2017		Wahrscheinlich muss ich mit dem Zug fahren. Rip me.	0	1	0	irgendwo am Meer
MannVomTheater	15:19:48	18.11.2017		Abgebrüht: die Tschechische Bahn České dráhy serviert löslichen Kaffee mit Campina Kaffeesahne im Starbucks Becher. https://t.co/XFIWDyMHTw	0	1	0	Hamburg
Lotschtier	15:19:54	18.11.2017		@maxderapfel @fanvonlogo Ich muss auch raus. Aus der S-Bahn	0	1	0	Berlin
metronom4me	15:20:02	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:08) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:20:02	18.11.2017		82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE2	15:20:02	18.11.2017		82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +17 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:20:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Meckelfeld HP (planmäßig 15:04) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:20:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:08) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
moi2659	15:20:11	18.11.2017		RT @KristinaVogel: Bock drauf? Dann hier ⤵️ bei @BridgestoneTyre anmelden! Yes- ich lerne Euch „Bahn fahren“ #egalwaskommt… 	0	1	0	mother earth
BABiiFACE94	15:20:15	18.11.2017		@Fishers_End Es war eine in der Bahn ...	0	1	0	Zuhause
sannysc94	15:20:20	18.11.2017		"Die Deutsche Bahn AG sucht:
Azubi (w/m) Eisenbahner im Betriebsdienst Fachrichtung #Lokführer und Transport 2018… https://t.co/x8CTSCqNWW"	0	1	0	
hans_obermeier	15:20:21	18.11.2017		RT @HolgerEwald1: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/amkODWk8ka	0	1	0	Here and there
artepmobil	15:20:55	18.11.2017		RT @unzensuriert: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/vhVDS63s2t	0	1	0	? und GAB.ai
nordwestnews24	15:22:10	18.11.2017	Bremen	#erixxinfo: Zug 83008 von Uelzen nach Bremen Hbf verkehrt heute mit 10 min Verspätung ab Bremen-Mahndorf (planmäßige Abfahrt 15:06). Grund:	0	1	0	 Deutschland
LisaVienne40	15:22:12	18.11.2017		@krippmarie @DrDavidBerger - einen gratis rücktransport holzklasse Zug	0	1	0	
metronom4me	15:23:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:08) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
1_FCM	15:23:33	18.11.2017		59‘|1:1 Weil schickt #Niemeyer, der prüft Boss, aber das reicht nicht! Guter Zug trotzdem	0	1	0	Magdeburg
mircissa	15:23:56	18.11.2017		Die Deutsche bahn immer wieder toll	0	1	0	
tickerliga3	15:24:04	18.11.2017		RT @1_FCM: 59‘|1:1 Weil schickt #Niemeyer, der prüft Boss, aber das reicht nicht! Guter Zug trotzdem	0	1	0	
dritteliga	15:24:17	18.11.2017		https://t.co/5f1POcIIh1	0	1	0	Deutschland
dieselfreund	15:24:26	18.11.2017		Elmshorn: Sorgte fehlendes Schienenstück für Zug-Entgleisung? - WELT https://t.co/i7h69C3zmZ	0	1	0	Schönheide/ Erzgebirge
sannysc94	15:24:50	18.11.2017		"Die Deutsche Bahn AG sucht einen 
Industriemeister #Gleisbau (w/m)
https://t.co/f5AkV6wTkw
#job #jobs #jobangebot… https://t.co/m4NJ4VqPj9"	0	1	0	
metronom4me	15:25:02	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:09) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE3	15:25:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:08) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:25:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:09) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
Schnauzevoll61	15:25:14	18.11.2017		RT @Einzelfallinfos: #Nettetal: Zur Abschiebung ausgeschriebener Marokkaner hat bereits in #Österreich, der #Schweiz,den #Niederlanden u… 	0	1	0	
RolfMecke	15:25:17	18.11.2017	NRW	"#Fernbusse - Element der #Verkehrswende oder Schaden für das Bahnsystem?
https://t.co/SaeuJmpfSj … via #PROBAHN"	1	1	0	 Goch
dieselfreund	15:25:23	18.11.2017		Unglaubliche Weichenpanne! Bahn schickt Zwickau-Fans aufs Abstellgleis https://t.co/gpSjJzUK1x	0	1	0	Schönheide/ Erzgebirge
metronom4me	15:26:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:09) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:26:02	18.11.2017		82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:05) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
nordwestnews24	15:26:17	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +17 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:17	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Meckelfeld HP (planmäßig 15:04) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:18	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:08) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:18	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:20	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:08) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:20	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:09) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:21	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:09) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:21	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:05) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
Powershooter98	15:27:18	18.11.2017		"RT @Grolmori: Teenager im Zug belauscht:

„Arbeit ist voll krass. Da muss man ja 40 Stunden in der Woche hin.“

„Dafür hast du di… "	0	1	0	Bei Gronkh im Keller
bunterjoerg	15:27:53	18.11.2017		Da gibt es nur einen Weg: Die individuelle Nutzung von KFZ in Städten so unattraktiv wie möglich zu machen. Autos r… https://t.co/DmQFwOG2Gn	0	1	0	
Zigarettengirls	15:27:56	18.11.2017		Tweets in denen flixbus erwähnt wird verdient immer fav	1	0	0	Malle
Suyooo_	15:28:02	18.11.2017		@Soulbeere @nuigurumiSaku @XxYoshi666xX ich glaub ich muss aus diesem Zug raus bevor es zu spät ist	0	1	0	@Suyo_
erixxinfo	15:28:03	18.11.2017		Zug 83722 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 26 min Verspätung ab Soltau(Han) (planmäßige Abfahrt 15:01).	0	1	0	
RigsbySiv	15:28:07	18.11.2017		@Textvergessen Wenn der Zug mal seitlich liegt, gehts.	0	1	0	na hier
_Ruha_Chan	15:28:49	18.11.2017		Jetzt hoffen dass der Zug es zum Bus schafft mit 16 Minuten Verspätung	0	1	0	
metronom4me	15:29:01	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:29:02	18.11.2017		82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:06) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
MinkyMietze	15:29:10	18.11.2017		@mics147 daß dich die Bahn noch enttäuschn kann, spricht aber i-wie doch für deinen unerschütterlichen Optimismus 😜	0	1	0	
hansjaaggi	15:29:14	18.11.2017		RT @polizeitickerch: Acht Rinder starben bei einer Kollision mit einem SBB-Zug https://t.co/xmNrq3ymof	0	1	0	
KosakenLeo	15:29:53	18.11.2017		"Omg ich hab gerad zwei mal die falsche Bahn genommen
FML"	0	1	0	
metronom_RE2	15:30:03	18.11.2017		82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:06) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:30:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:09) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:30:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
LetsMuh	15:30:09	18.11.2017		Wir zerstören einen gepanzerten Zug und landen mitten in Paris! #Callofdutyww2 #callofdutywwii https://t.co/cQjLmhcOT3	0	1	0	Weide
adfc_Segeberg	15:30:13	18.11.2017	Bad Segeberg	.@Wirtschaftsland Minister Buchholz bestellt Bahn zum Rapport https://t.co/waCJcXPCrg via @kn_online #ÖPNV #Pendler #Bahnchaos	0	1	0	 Deutschland
sannysc94	15:30:24	18.11.2017		"Deutsche Bahn AG sucht:
#Azubi (w/m) #Berufskraftfahrer 2018
https://t.co/cIRiRF43SR
#job #jobs #jobangebot… https://t.co/mAlx1Fy8RW"	0	1	0	
DB_Bahn	15:30:48	18.11.2017		@Acquistapace99 Bitte haben Sie noch etwas Geduld, der Zug ist momentan nicht reservierbar. Einen Termin kann ich aber nicht nennen. /gu	0	1	0	Frankfurt
erixxinfo	15:31:03	18.11.2017		Zug 83473 von Hannover Hbf nach Bad Harzburg verkehrt heute mit 10 min Verspätung ab Hildesheim Ost (planmäßige Abfahrt 15:17). Grund:	0	1	0	
erixxinfo	15:31:04	18.11.2017		Überholung durch einen anderen Zug .	0	1	0	
metronom4me	15:32:01	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
janistschlau	15:32:09	18.11.2017		"bruder
der zug in erfurt hatte keine verspätung https://t.co/IWDDg93jHk"	0	1	0	ffm
Andy_Sch16	15:32:13	18.11.2017	Baden-Württemberg	RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	 Deutschland
nordwestnews24	15:32:18	18.11.2017	Bremen	#erixxinfo: Zug 83722 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 26 min Verspätung ab Soltau(Han)… https://t.co/noqep9kSvz	0	1	0	 Deutschland
nordwestnews24	15:32:19	18.11.2017	Bremen	#erixxinfo: Zug 83473 von Hannover Hbf nach Bad Harzburg verkehrt heute mit 10 min Verspätung ab Hildesheim Ost (pl… https://t.co/CRQpHYupqy	0	1	0	 Deutschland
nordwestnews24	15:32:19	18.11.2017	Bremen	#erixxinfo: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
DE_escalate	15:32:23	18.11.2017		echt lustig, wie die ganzen Bahn-Oberleitungen am Rand der Oberpfalz einfach enden. Regensburg, Hartmanshof, Hof.	0	1	0	Piraten Bayern / Oberpfalz
adfc_Segeberg	15:32:51	18.11.2017	Bad Segeberg	RT @Wirtschaftsland: Nach Krisengespräch beim Verkehrsminister: Bahn will Besserungskonzept vorlegen... Stillstand und Chaos nach... https:…	0	1	0	 Deutschland
metronom4me	15:34:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 15:20) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:34:02	18.11.2017		82819 Uelzen → Göttingen hat in Freden(Leine) (planmäßig 15:12) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
sannysc94	15:34:25	18.11.2017		"Die Deutsche Bahn AG:
#Azubi (w/m) #Tiefbaufacharbeiter/#Gleisbauer 2018
https://t.co/GQiv3r0sPu
#job #jobs… https://t.co/Avu0IT2zNZ"	0	1	0	
Rurtalbahn_GmbH	15:35:00	18.11.2017	Düren	"INFO:
Der Zug von Düren Bf (ab 15:20) nach Heimbach verkehrt ab Düren Bf ca. 15 Minuten verspätet.
Wir bitten um Verständnis."	0	1	0	 Deutschland
metronom_RE2	15:35:02	18.11.2017		82819 Uelzen → Göttingen hat in Freden(Leine) (planmäßig 15:12) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:35:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 15:20) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
FetterKaiser	15:35:30	18.11.2017	Hamburg	Im Flixbus nach Dresden auf die Mindestparty..@MaxAdlersson	1	0	0	 Deutschland
FlffyBrkn	15:35:54	18.11.2017		Hass geht raus an die Deutsche Bahn, die es schafft eine 20min Fahrt zu verdreifachen	0	1	0	
jobstairs_jobs	15:36:02	18.11.2017		#Job #Stellenangebot https://t.co/kp07kbgavs - Deutsche Bahn AG: Quereinstieg zum Fahrdienstleiter (w/m) - Regionalnetz Bayerwald	0	1	0	
AnjaMeyer466	15:36:15	18.11.2017		RT @Timecop66: Frankfurt-Bahnhofsviertel: Versuchtes Tötungsdelikt mit Stichwaffe, ein Nordafrikaner… https://t.co/y7E3UQfGn5 https://t.co/…	0	1	0	
metronom4me	15:37:02	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Lüneburg (planmäßig 15:24) +12 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
Hamburg_Pride	15:37:04	18.11.2017	Hamburg	Unser Motto für den Hamburg Pride 2018: „Freie Bahn für Genderwahn!“	0	1	0	 Germany
DE_escalate	15:37:05	18.11.2017		@5Barrels nur Hobby. Nebenbei arbeite auch im Zug an Software :)	0	1	0	Piraten Bayern / Oberpfalz
ZumSenner	15:37:41	18.11.2017		Entspannt in den Urlaub 🚗Auto 🚊Zug 😍Erholung, bereits bei der Anreise Hotel Zum Senner Zillertal - adults only https://t.co/jZfB4jeU6H	0	1	0	Schlitters im Zillertal
sannysc94	15:37:52	18.11.2017		"Die Deutsche Bahn AG sucht einen 
Azubi (w/m) #Tiefbaufacharbeiter/#Gleisbauer 2018
https://t.co/N7D365bbxV
#job… https://t.co/4Sn1fdEXGx"	0	1	0	
erixxinfo	15:38:02	18.11.2017		Zug 83011 verkehrt heute ab Soltau voraussichtlich mit 15 Min. Verspätung. Grund: Fahrzeugstörung	0	1	0	
Twiixi69	15:38:26	18.11.2017		"RT @nikepreorders: 🚨2 0 0 0       A C C O U N T       G I V E A W A Y🚨

Nike Verified Accounts will restock in time for Off Whites and… "	0	1	0	
diesistkeinname	15:38:45	18.11.2017		Ich weine das ist immer noch lustig https://t.co/eMuwVa4cfK	0	1	0	
RuhrGay	15:38:55	18.11.2017		RT @Hamburg_Pride: Unser Motto für den Hamburg Pride 2018: „Freie Bahn für Genderwahn!“	0	1	0	Metropole Ruhr Ruhrgebiet
Lzudemilli	15:39:33	18.11.2017		Hallo, möchte mir jemand einen 28€ Flixbus Gutschein für 15€ abkaufen?😅	1	1	0	halt dein maul
SchachBL	15:39:40	18.11.2017		Sehr hübsches, humorvolles Problem des ukrainischen Studienkomponisten M. Zinar. Weiß am Zug gewinnt. https://t.co/4qnwtS0L2a	0	1	0	
metronom_RE3	15:40:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Lüneburg (planmäßig 15:24) +12 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
FabiCrafterYT	15:40:13	18.11.2017		Zug Rosenbach #2018 l ÖBB Taurus mit 3 Stromabnehmern l FabiCrafter2509 [FullHD]: https://t.co/KbR0xQWzRt über @YouTube	0	1	0	Österreich
FabiCrafterYT	15:40:16	18.11.2017		Ich mag das @YouTube-Video: https://t.co/KbR0xQWzRt Zug Rosenbach #2018 l ÖBB Taurus mit 3 Stromabnehmern l FabiCrafter2509 [FullHD]	0	1	0	Österreich
Momizu	15:40:41	18.11.2017		Ich fühle mich nicht bereit für die Welt außerhalb meiner Wohnung... bitte komm schneller Bahn!	0	1	0	
LC180666	15:40:47	18.11.2017	Saarbrücken	"RT @ellibisathide: ""Auf""-zug ? Ihr meint einen ""Seit""-Zug ? Den seh ich täglich am Bahnhof 😆😉 https://t.co/RtI4u1AQi8"	0	1	0	 Deutschland
SWeingart3	15:40:47	18.11.2017		RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	
metronom4me	15:41:01	18.11.2017		82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:18) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
niko_bayer	15:41:14	18.11.2017		"Die Bahn nennt es Fahrplan. Ich nenne es liebevoll ""unverbindliche Abfahrtsempfehlung mit Gleisvorschlag""."	0	1	0	Deutschland
Killimanscharo	15:41:17	18.11.2017		RT @AnniiZdevine: Nichts verstehe ich so wenig wie Menschen, die zu einer Bahn rennnen, die alle drei Minuten fährt.	0	1	0	NRW - Zugereist aus dem Norden
die_kathy	15:41:21	18.11.2017		Wollte nicht auf dem kalten Bahnsteig auf den Zug warten. Saß im Wartebereich. Ein Asiate setzt sich Nudeln essend… https://t.co/l9wCW4ZTdB	0	1	0	
Patrick_Kurth	15:41:23	18.11.2017	Thüringen	Diese Woche lohnt der Kauf von @DerSPIEGEL. Mehrseitige Reportage zu @FlixBus. Stichpunkte: Europa wächst durch Fer… https://t.co/PMfeHt6tAc	1	1	0	 Berlin
_AleX_Page_	15:41:43	18.11.2017		"Der Zug ""bewegt"" sich, also doch kein Stehzug."	0	1	0	Köln
jobstairs_jobs	15:42:02	18.11.2017		#Job #Stellenangebot https://t.co/VhfxHtJrJz - Deutsche Bahn AG: Bauingenieur / Architekt als Referent Mieterausbau (w/m)	0	1	0	
nordwestnews24	15:42:05	18.11.2017	Bremen	#erixxinfo: Zug 83011 verkehrt heute ab Soltau voraussichtlich mit 15 Min. Verspätung. Grund: Fahrzeugstörung	0	1	0	 Deutschland
FabiCrafterYT	15:42:29	18.11.2017		Zug Rosenbach #2019 l ÖBB Talent mit Makro l FabiCrafter2509 [FullHD]: https://t.co/hAu1hRenBd über @YouTube	0	1	0	Österreich
diamantherz	15:42:38	18.11.2017		Mag mir nicht noch wer nen Flixbus Gutschein schenken? Nur so 3€? :D	1	0	0	
FabiCrafterYT	15:42:43	18.11.2017		Ich mag das @YouTube-Video: https://t.co/hAu1hRenBd Zug Rosenbach #2019 l Züge am Abend , ÖBB Talent mit Makro l FabiCrafter2509	0	1	0	Österreich
Hawar_	15:42:43	18.11.2017		"Gerade auf dem Weg zur Bahn

Passant mit zwei weiteren Missionaren mit italienischem Akzente: Guten Tag! Kann ich S… https://t.co/N1A4ID5uMu"	0	1	0	
erixxinfo	15:43:03	18.11.2017		Zug 83723 von Buchholz(Nordheide) nach Hannover Hbf verkehrt heute mit 12 min Verspätung ab Hodenhagen (planmäßige Abfahrt 15:29).	0	1	0	
erixxinfo	15:43:04	18.11.2017		Zug 83724 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 12 min Verspätung ab Hodenhagen (planmäßige Abfahrt 15:29).	0	1	0	
erixxinfo	15:43:04	18.11.2017		Grund: Zugfolge (betroffener Zug war verspätet).	0	1	0	
niko_bayer	15:43:32	18.11.2017		Dürfen Mitarbeiter der Deutschen Bahn eigentlich mit dem Zug zur Arbeit fahren oder müssen die pünktlich sein? @BahnAnsagen	0	1	0	Deutschland
metronom4me	15:44:02	18.11.2017		82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:19) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
erixxinfo	15:44:04	18.11.2017		Grund: Zugfolge (betroffener Zug war plan).	0	1	0	
DB_RegioNDS	15:45:00	18.11.2017	Region Hannover	#RE9 Teilausfall #Bremen(16:07)→#Kirchweye.Reisende nutzen bitte #NordWestBahn um 16:33h→#Kirchweye.Reisende nach… https://t.co/jA9UXXufUc	0	1	0	 Niedersachsen
metronom_RE2	15:45:02	18.11.2017		82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:19) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
RedaktionNews	15:45:07	18.11.2017		Mann läuft über Gleise und wird von U-Bahn schwer verletzt https://t.co/WnxD3q29qn via @RedaktionNews	0	1	0	Deutschland
